shop_id,store_url,pdf_links,status
67e2d434c1670104499c1727,https://www.pampanorama.it/punti-vendita/milano-tibaldi,"['https://resources.volantinopiu.it/flyer/2/0/9/0/6/9ef815e01d22772b45f14d18b3df4ab4.pdf', 'https://resources.volantinopiu.it/flyer/2/0/9/6/6/4308e97aba63e8a50a43585721d1673a.pdf', 'https://resources.volantinopiu.it/flyer/2/1/0/6/8/6de916e7fa77d8bc7bae1e3faf6b9bb0.pdf', 'https://resources.volantinopiu.it/flyer/2/1/0/7/0/55b45461e5868d406a4f1768610c039e.pdf']",success
67e2d434c1670104499c172c,https://www.pampanorama.it/punti-vendita/milano-sabotino,"['https://resources.volantinopiu.it/flyer/2/0/9/0/6/9ef815e01d22772b45f14d18b3df4ab4.pdf', 'https://resources.volantinopiu.it/flyer/2/0/9/6/6/4308e97aba63e8a50a43585721d1673a.pdf', 'https://resources.volantinopiu.it/flyer/2/1/0/6/8/6de916e7fa77d8bc7bae1e3faf6b9bb0.pdf', 'https://resources.volantinopiu.it/flyer/2/1/0/7/0/55b45461e5868d406a4f1768610c039e.pdf']",success
67e2d435c1670104499c1731,https://www.pampanorama.it/punti-vendita/milano-corso-lodi,[],No flyers
67e2d435c1670104499c1736,https://www.pampanorama.it/punti-vendita/albenga-mazzini,['https://d3qvpdlg8gbf2k.cloudfront.net/post/banner/_67cea8266fd4d1.06230806.pdf'],success
67e2d435c1670104499c173b,https://www.pampanorama.it/punti-vendita/albenga-martiri-liberta,[],No flyers
67e2d435c1670104499c1740,https://www.pampanorama.it/punti-vendita/villanova,['https://d3qvpdlg8gbf2k.cloudfront.net/post/banner/_67ceaa04a76424.66971072.pdf'],success
67e2d435c1670104499c1745,https://www.pampanorama.it/punti-vendita/pam-savona-albisola,['https://d3qvpdlg8gbf2k.cloudfront.net/post/banner/_67cea8266fd4d1.06230806.pdf'],success
67e2d435c1670104499c174a,https://www.pampanorama.it/punti-vendita/finalborgo,['https://d3qvpdlg8gbf2k.cloudfront.net/post/banner/_67cea8266fd4d1.06230806.pdf'],success
67e2d435c1670104499c174f,https://www.pampanorama.it/punti-vendita/finale,['https://d3qvpdlg8gbf2k.cloudfront.net/post/banner/_67ceaa04a76424.66971072.pdf'],success
67e2d435c1670104499c1754,https://www.pampanorama.it/punti-vendita/pam-loano,['https://d3qvpdlg8gbf2k.cloudfront.net/post/banner/_67cea8266fd4d1.06230806.pdf'],success
67e2d435c1670104499c1759,https://www.pampanorama.it/punti-vendita/toirano,['https://d3qvpdlg8gbf2k.cloudfront.net/post/banner/_67ceaa04a76424.66971072.pdf'],success
67e2d435c1670104499c175e,https://www.pampanorama.it/punti-vendita/pam-borghetto-santo-spirito,['https://d3qvpdlg8gbf2k.cloudfront.net/post/banner/_67cea855e4daf5.28361110.pdf'],success
67e2d435c1670104499c1763,https://www.pampanorama.it/punti-vendita/vado,['https://d3qvpdlg8gbf2k.cloudfront.net/post/banner/_67ceaa04a76424.66971072.pdf'],success
67e2d435c1670104499c1768,https://www.pampanorama.it/punti-vendita/pam-largo-porta-nuova,[],No flyers
67e2d435c1670104499c176d,https://www.pampanorama.it/punti-vendita/bergamo-metro,"['https://resources.volantinopiu.it/flyer/2/0/9/0/6/9ef815e01d22772b45f14d18b3df4ab4.pdf', 'https://resources.volantinopiu.it/flyer/2/0/9/6/6/4308e97aba63e8a50a43585721d1673a.pdf', 'https://resources.volantinopiu.it/flyer/2/1/0/6/8/6de916e7fa77d8bc7bae1e3faf6b9bb0.pdf', 'https://resources.volantinopiu.it/flyer/2/1/0/7/0/55b45461e5868d406a4f1768610c039e.pdf']",success
67e2d435c1670104499c1772,https://www.pampanorama.it/punti-vendita/borgo-palazzo,[],No flyers
67e2d435c1670104499c1777,https://www.pampanorama.it/punti-vendita/albano-laziale,['https://d3qvpdlg8gbf2k.cloudfront.net/post/banner/_67cea855e4daf5.28361110.pdf'],success
67e2d435c1670104499c177c,https://www.pampanorama.it/punti-vendita/albano-risorgimento,['https://d3qvpdlg8gbf2k.cloudfront.net/post/banner/_67cea855e4daf5.28361110.pdf'],success
